seed,n_knapsacks,n_items,alpha,branching_rule,node_selection,best_solution,best_bound,runtime,depth,number_of_left_turns,nodes_explored,terminate,number_of_nodes_for_optimality,optimal_solution,opt_gap
27,2,5,0.97,profit_per_weight_ratio,breadth_first,33,33.0,0.0001952648162841797,1,0,3,True,2,33.0,0.0
27,2,5,0.97,kolasar_rule,breadth_first,33,33.0,0.0010530948638916016,3,2,17,True,4,33.0,0.0
28,2,5,0.5,critical_element,greatest_upper_bound,19,25.0,0.00017404556274414062,0,0,2,True,2,25.0,0.24
28,2,5,0.5,profit_per_weight_ratio,greatest_upper_bound,19,25.0,0.000171661376953125,0,0,2,True,2,25.0,0.24
28,2,5,0.5,kolasar_rule,greatest_upper_bound,19,25.153846153846153,0.0002167224884033203,0,0,2,True,2,25.0,0.24
28,2,5,0.5,critical_element,depth_first,19,25.0,0.00017118453979492188,0,0,2,True,2,25.0,0.24
28,2,5,0.5,profit_per_weight_ratio,depth_first,19,25.0,0.000171661376953125,0,0,2,True,2,25.0,0.24
28,2,5,0.5,kolasar_rule,depth_first,19,25.153846153846153,0.0002129077911376953,0,0,2,True,2,25.0,0.24
28,2,5,0.5,critical_element,breadth_first,19,25.0,0.00016927719116210938,0,0,2,True,2,25.0,0.24
28,2,5,0.5,profit_per_weight_ratio,breadth_first,19,25.0,0.0001704692840576172,0,0,2,True,2,25.0,0.24
28,2,5,0.5,kolasar_rule,breadth_first,19,25.153846153846153,0.0002110004425048828,0,0,2,True,2,25.0,0.24
28,2,5,0.8,critical_element,greatest_upper_bound,23,25.0,0.00024509429931640625,2,1,3,True,3,25.0,0.08
28,2,5,0.8,profit_per_weight_ratio,greatest_upper_bound,23,25.0,0.0002446174621582031,2,1,3,True,3,25.0,0.08
28,2,5,0.8,kolasar_rule,greatest_upper_bound,25,25.153846153846153,0.00029969215393066406,1,1,3,True,3,25.0,0.0
28,2,5,0.8,critical_element,depth_first,20.0,25.0,0.0003552436828613281,3,2,5,True,5,25.0,0.2
28,2,5,0.8,profit_per_weight_ratio,depth_first,20.0,25.0,0.00035881996154785156,3,2,5,True,5,25.0,0.2
28,2,5,0.8,kolasar_rule,depth_first,23,25.153846153846153,0.00029754638671875,1,0,3,True,3,25.0,0.08
28,2,5,0.8,critical_element,breadth_first,23,25.0,0.0003066062927246094,2,1,4,True,4,25.0,0.08
28,2,5,0.8,profit_per_weight_ratio,breadth_first,23,25.0,0.0003120899200439453,2,1,4,True,4,25.0,0.08
28,2,5,0.8,kolasar_rule,breadth_first,23,25.153846153846153,0.0002894401550292969,1,0,3,True,3,25.0,0.08
28,2,5,0.95,critical_element,greatest_upper_bound,25.0,25.0,0.00027489662170410156,3,2,4,True,4,25.0,0.0
28,2,5,0.95,profit_per_weight_ratio,greatest_upper_bound,25.0,25.0,0.0002841949462890625,3,2,4,True,4,25.0,0.0
28,2,5,0.95,kolasar_rule,greatest_upper_bound,25,25.153846153846153,0.00028514862060546875,1,1,3,True,3,25.0,0.0
28,2,5,0.95,critical_element,depth_first,25.0,25.0,0.0004551410675048828,3,2,7,True,7,25.0,0.0
28,2,5,0.95,profit_per_weight_ratio,depth_first,25.0,25.0,0.000453948974609375,3,2,7,True,7,25.0,0.0
28,2,5,0.95,kolasar_rule,depth_first,25,25.153846153846153,0.0004611015319824219,3,2,6,True,6,25.0,0.0
28,2,5,0.95,critical_element,breadth_first,25.0,25.0,0.00034999847412109375,3,2,5,True,5,25.0,0.0
28,2,5,0.95,profit_per_weight_ratio,breadth_first,25.0,25.0,0.0003464221954345703,3,2,5,True,5,25.0,0.0
28,2,5,0.95,kolasar_rule,breadth_first,25,25.153846153846153,0.00036406517028808594,1,1,4,True,4,25.0,0.0
28,2,5,0.97,critical_element,greatest_upper_bound,25.0,25.0,0.0002808570861816406,3,2,4,True,4,25.0,0.0
28,2,5,0.97,profit_per_weight_ratio,greatest_upper_bound,25.0,25.0,0.00028443336486816406,3,2,4,True,4,25.0,0.0
28,2,5,0.97,kolasar_rule,greatest_upper_bound,25,25.153846153846153,0.0002865791320800781,1,1,3,True,3,25.0,0.0
28,2,5,0.97,critical_element,depth_first,25.0,25.0,0.00045371055603027344,3,2,7,True,7,25.0,0.0
28,2,5,0.97,profit_per_weight_ratio,depth_first,25.0,25.0,0.0004589557647705078,3,2,7,True,7,25.0,0.0
28,2,5,0.97,kolasar_rule,depth_first,25,25.153846153846153,0.0004534721374511719,3,2,6,True,6,25.0,0.0
28,2,5,0.97,critical_element,breadth_first,25.0,25.0,0.0003490447998046875,3,2,5,True,5,25.0,0.0
28,2,5,0.97,profit_per_weight_ratio,breadth_first,25.0,25.0,0.0003466606140136719,3,2,5,True,5,25.0,0.0
28,2,5,0.97,kolasar_rule,breadth_first,25,25.153846153846153,0.0003669261932373047,1,1,4,True,4,25.0,0.0
29,2,5,0.5,critical_element,greatest_upper_bound,23,27.0,0.00015234947204589844,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,profit_per_weight_ratio,greatest_upper_bound,23,27.0,0.00015211105346679688,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,kolasar_rule,greatest_upper_bound,26,32.0,0.00015354156494140625,0,0,2,True,2,26.0,0.0
29,2,5,0.5,critical_element,depth_first,23,27.0,0.00014925003051757812,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,profit_per_weight_ratio,depth_first,23,27.0,0.00014853477478027344,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,kolasar_rule,depth_first,26,32.0,0.00015592575073242188,0,0,2,True,2,26.0,0.0
29,2,5,0.5,critical_element,breadth_first,23,27.0,0.00014829635620117188,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,profit_per_weight_ratio,breadth_first,23,27.0,0.00015044212341308594,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.5,kolasar_rule,breadth_first,26,32.0,0.00015401840209960938,0,0,2,True,2,26.0,0.0
29,2,5,0.8,critical_element,greatest_upper_bound,23,27.0,0.00014925003051757812,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,profit_per_weight_ratio,greatest_upper_bound,23,27.0,0.0001513957977294922,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,kolasar_rule,greatest_upper_bound,26,32.0,0.0001544952392578125,0,0,2,True,2,26.0,0.0
29,2,5,0.8,critical_element,depth_first,23,27.0,0.00014972686767578125,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,profit_per_weight_ratio,depth_first,23,27.0,0.0001499652862548828,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,kolasar_rule,depth_first,26,32.0,0.00015354156494140625,0,0,2,True,2,26.0,0.0
29,2,5,0.8,critical_element,breadth_first,23,27.0,0.0001513957977294922,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,profit_per_weight_ratio,breadth_first,23,27.0,0.00014972686767578125,0,0,2,True,2,26.0,0.11538461538461539
29,2,5,0.8,kolasar_rule,breadth_first,26,32.0,0.0001556873321533203,0,0,2,True,2,26.0,0.0
29,2,5,0.95,critical_element,greatest_upper_bound,26,26.0,0.0002002716064453125,2,1,3,True,3,26.0,0.0
29,2,5,0.95,profit_per_weight_ratio,greatest_upper_bound,26,26.0,0.00021457672119140625,2,1,3,True,3,26.0,0.0
29,2,5,0.95,kolasar_rule,greatest_upper_bound,26,26.0,0.00036716461181640625,2,2,6,True,2,26.0,0.0
29,2,5,0.95,critical_element,depth_first,26,26.0,0.00019741058349609375,2,1,3,True,3,26.0,0.0
29,2,5,0.95,profit_per_weight_ratio,depth_first,26,26.0,0.00019884109497070312,2,1,3,True,3,26.0,0.0
29,2,5,0.95,kolasar_rule,depth_first,26,26.0,0.0003783702850341797,2,2,6,True,2,26.0,0.0
29,2,5,0.95,critical_element,breadth_first,26,26.0,0.0002048015594482422,2,1,3,True,3,26.0,0.0
29,2,5,0.95,profit_per_weight_ratio,breadth_first,26,26.0,0.00020432472229003906,2,1,3,True,3,26.0,0.0
29,2,5,0.95,kolasar_rule,breadth_first,26,26.0,0.00037550926208496094,2,2,6,True,2,26.0,0.0
29,2,5,0.97,critical_element,greatest_upper_bound,26,26.0,0.00020456314086914062,2,1,3,True,3,26.0,0.0
29,2,5,0.97,profit_per_weight_ratio,greatest_upper_bound,26,26.0,0.00020599365234375,2,1,3,True,3,26.0,0.0
29,2,5,0.97,kolasar_rule,greatest_upper_bound,26,26.0,0.0003724098205566406,2,2,6,True,2,26.0,0.0
29,2,5,0.97,critical_element,depth_first,26,26.0,0.00020360946655273438,2,1,3,True,3,26.0,0.0
29,2,5,0.97,profit_per_weight_ratio,depth_first,26,26.0,0.0002009868621826172,2,1,3,True,3,26.0,0.0
29,2,5,0.97,kolasar_rule,depth_first,26,26.0,0.0003662109375,2,2,6,True,2,26.0,0.0
29,2,5,0.97,critical_element,breadth_first,26,26.0,0.0001957416534423828,2,1,3,True,3,26.0,0.0
29,2,5,0.97,profit_per_weight_ratio,breadth_first,26,26.0,0.00019598007202148438,2,1,3,True,3,26.0,0.0
29,2,5,0.97,kolasar_rule,breadth_first,26,26.0,0.00036907196044921875,2,2,6,True,2,26.0,0.0
0,2,10,0.5,critical_element,greatest_upper_bound,58.0,60.77777777777778,0.0002276897430419922,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,profit_per_weight_ratio,greatest_upper_bound,58.0,60.77777777777778,0.00022292137145996094,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,kolasar_rule,greatest_upper_bound,58.0,61.5,0.00020694732666015625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,critical_element,depth_first,58.0,60.77777777777778,0.00022220611572265625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,profit_per_weight_ratio,depth_first,58.0,60.77777777777778,0.0002288818359375,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,kolasar_rule,depth_first,58.0,61.5,0.0002086162567138672,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,critical_element,breadth_first,58.0,60.77777777777778,0.0002219676971435547,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,profit_per_weight_ratio,breadth_first,58.0,60.77777777777778,0.00022220611572265625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.5,kolasar_rule,breadth_first,58.0,61.5,0.00020837783813476562,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,critical_element,greatest_upper_bound,58.0,60.77777777777778,0.00022840499877929688,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,profit_per_weight_ratio,greatest_upper_bound,58.0,60.77777777777778,0.00022292137145996094,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,kolasar_rule,greatest_upper_bound,58.0,61.5,0.00021028518676757812,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,critical_element,depth_first,58.0,60.77777777777778,0.00022220611572265625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,profit_per_weight_ratio,depth_first,58.0,60.77777777777778,0.0002231597900390625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,kolasar_rule,depth_first,58.0,61.5,0.000217437744140625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,critical_element,breadth_first,58.0,60.77777777777778,0.00022339820861816406,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,profit_per_weight_ratio,breadth_first,58.0,60.77777777777778,0.0002231597900390625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.8,kolasar_rule,breadth_first,58.0,61.5,0.0002067089080810547,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,critical_element,greatest_upper_bound,58.0,60.77777777777778,0.00022172927856445312,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,profit_per_weight_ratio,greatest_upper_bound,58.0,60.77777777777778,0.00022792816162109375,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,kolasar_rule,greatest_upper_bound,58.0,58.0,0.0010516643524169922,5,3,12,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,critical_element,depth_first,58.0,60.77777777777778,0.00023221969604492188,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,profit_per_weight_ratio,depth_first,58.0,60.77777777777778,0.000225067138671875,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,kolasar_rule,depth_first,58.0,58.0,0.0010433197021484375,5,3,12,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,critical_element,breadth_first,58.0,60.77777777777778,0.00022220611572265625,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,profit_per_weight_ratio,breadth_first,58.0,60.77777777777778,0.0002243518829345703,0,0,2,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.95,kolasar_rule,breadth_first,58.0,58.0,0.001054525375366211,5,3,12,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,critical_element,greatest_upper_bound,58.0,59.333333333333336,0.0007932186126708984,3,1,7,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,profit_per_weight_ratio,greatest_upper_bound,58.0,59.333333333333336,0.0007984638214111328,3,1,7,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,kolasar_rule,greatest_upper_bound,58.0,58.0,0.0010523796081542969,5,3,12,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,critical_element,depth_first,58.0,58.0,0.0015931129455566406,6,2,16,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,profit_per_weight_ratio,depth_first,58.0,58.0,0.0015914440155029297,6,2,16,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,kolasar_rule,depth_first,58.0,58.0,0.001049041748046875,5,3,12,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,critical_element,breadth_first,58.0,59.333333333333336,0.0009589195251464844,3,1,9,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,profit_per_weight_ratio,breadth_first,58.0,59.333333333333336,0.000972747802734375,3,1,9,True,2,58.00000000000001,1.225073682345e-16
0,2,10,0.97,kolasar_rule,breadth_first,58.0,58.0,0.0010554790496826172,5,3,12,True,2,58.00000000000001,1.225073682345e-16
1,2,10,0.5,critical_element,greatest_upper_bound,67.0,75.38461538461539,0.00027751922607421875,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.5,profit_per_weight_ratio,greatest_upper_bound,62.0,75.78947368421052,0.0002655982971191406,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.5,kolasar_rule,greatest_upper_bound,58.0,75.78947368421052,0.0002713203430175781,0,0,2,True,2,73.99999999999999,0.21621621621621606
1,2,10,0.5,critical_element,depth_first,67.0,75.38461538461539,0.00026988983154296875,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.5,profit_per_weight_ratio,depth_first,62.0,75.78947368421052,0.00027441978454589844,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.5,kolasar_rule,depth_first,58.0,75.78947368421052,0.00028061866760253906,0,0,2,True,2,73.99999999999999,0.21621621621621606
1,2,10,0.5,critical_element,breadth_first,67.0,75.38461538461539,0.0002841949462890625,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.5,profit_per_weight_ratio,breadth_first,62.0,75.78947368421052,0.0002760887145996094,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.5,kolasar_rule,breadth_first,58.0,75.78947368421052,0.0002741813659667969,0,0,2,True,2,73.99999999999999,0.21621621621621606
1,2,10,0.8,critical_element,greatest_upper_bound,67.0,75.38461538461539,0.0002791881561279297,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.8,profit_per_weight_ratio,greatest_upper_bound,62.0,75.78947368421052,0.00027561187744140625,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.8,kolasar_rule,greatest_upper_bound,64,75.78947368421052,0.0006062984466552734,2,2,4,True,4,73.99999999999999,0.13513513513513498
1,2,10,0.8,critical_element,depth_first,67.0,75.38461538461539,0.0002732276916503906,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.8,profit_per_weight_ratio,depth_first,62.0,75.78947368421052,0.0002639293670654297,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.8,kolasar_rule,depth_first,61,75.78947368421052,0.0018818378448486328,7,3,17,True,17,73.99999999999999,0.17567567567567552
1,2,10,0.8,critical_element,breadth_first,67.0,75.38461538461539,0.0002732276916503906,0,0,2,True,2,73.99999999999999,0.09459459459459442
1,2,10,0.8,profit_per_weight_ratio,breadth_first,62.0,75.78947368421052,0.0002694129943847656,0,0,2,True,2,73.99999999999999,0.162162162162162
1,2,10,0.8,kolasar_rule,breadth_first,64,75.78947368421052,0.0013055801391601562,2,2,8,True,8,73.99999999999999,0.13513513513513498
1,2,10,0.95,critical_element,greatest_upper_bound,74.0,75.0,0.0008044242858886719,2,2,6,True,6,73.99999999999999,1.9203857723245952e-16
1,2,10,0.95,profit_per_weight_ratio,greatest_upper_bound,73.0,75.78947368421052,0.0007028579711914062,2,2,5,True,5,73.99999999999999,0.013513513513513323
1,2,10,0.95,kolasar_rule,greatest_upper_bound,73.0,75.78947368421052,0.00193023681640625,5,5,15,True,15,73.99999999999999,0.013513513513513323
1,2,10,0.95,critical_element,depth_first,73.0,75.38461538461539,0.003916740417480469,8,5,35,True,35,73.99999999999999,0.013513513513513323
1,2,10,0.95,profit_per_weight_ratio,depth_first,74.0,75.78947368421052,0.0020210742950439453,8,4,17,True,17,73.99999999999999,1.9203857723245952e-16
1,2,10,0.95,kolasar_rule,depth_first,73.0,75.78947368421052,0.014818906784057617,7,5,160,True,160,73.99999999999999,0.013513513513513323
1,2,10,0.95,critical_element,breadth_first,74,75.38461538461539,0.0011954307556152344,3,2,8,True,8,73.99999999999999,1.9203857723245952e-16
1,2,10,0.95,profit_per_weight_ratio,breadth_first,73.0,75.78947368421052,0.0011119842529296875,2,2,7,True,7,73.99999999999999,0.013513513513513323
1,2,10,0.95,kolasar_rule,breadth_first,74.0,75.78947368421052,0.0077970027923583984,6,4,58,True,58,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,critical_element,greatest_upper_bound,74.0,75.0,0.0008034706115722656,2,2,6,True,6,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,profit_per_weight_ratio,greatest_upper_bound,73.0,74.64285714285714,0.0018591880798339844,4,4,16,True,16,73.99999999999999,0.013513513513513323
1,2,10,0.97,kolasar_rule,greatest_upper_bound,74.0,75.78947368421052,0.0035986900329589844,5,5,30,True,30,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,critical_element,depth_first,74,75.38461538461539,0.004527091979980469,8,5,41,True,41,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,profit_per_weight_ratio,depth_first,74.0,75.78947368421052,0.0020084381103515625,8,4,17,True,17,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,kolasar_rule,depth_first,74,75.78947368421052,0.015078067779541016,7,5,161,True,161,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,critical_element,breadth_first,74,75.38461538461539,0.001192331314086914,3,2,8,True,8,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,profit_per_weight_ratio,breadth_first,74.0,75.78947368421052,0.001863241195678711,2,2,13,True,13,73.99999999999999,1.9203857723245952e-16
1,2,10,0.97,kolasar_rule,breadth_first,74.0,75.78947368421052,0.007772922515869141,6,4,58,True,58,73.99999999999999,1.9203857723245952e-16
2,2,10,0.5,critical_element,greatest_upper_bound,91,107.0,0.00031185150146484375,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,profit_per_weight_ratio,greatest_upper_bound,91,107.0,0.0003085136413574219,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,kolasar_rule,greatest_upper_bound,85.0,107.0,0.00032019615173339844,0,0,2,True,2,102.0,0.16666666666666666
2,2,10,0.5,critical_element,depth_first,91,107.0,0.00031065940856933594,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,profit_per_weight_ratio,depth_first,91,107.0,0.0003185272216796875,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,kolasar_rule,depth_first,85.0,107.0,0.00031185150146484375,0,0,2,True,2,102.0,0.16666666666666666
2,2,10,0.5,critical_element,breadth_first,91,107.0,0.00031638145446777344,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,profit_per_weight_ratio,breadth_first,91,107.0,0.0003077983856201172,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.5,kolasar_rule,breadth_first,85.0,107.0,0.0003097057342529297,0,0,2,True,2,102.0,0.16666666666666666
2,2,10,0.8,critical_element,greatest_upper_bound,91,107.0,0.0003094673156738281,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,profit_per_weight_ratio,greatest_upper_bound,91,107.0,0.0003147125244140625,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,kolasar_rule,greatest_upper_bound,91,107.0,0.0007345676422119141,2,2,4,True,4,102.0,0.10784313725490197
2,2,10,0.8,critical_element,depth_first,91,107.0,0.00030422210693359375,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,profit_per_weight_ratio,depth_first,91,107.0,0.0003063678741455078,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,kolasar_rule,depth_first,89,107.0,0.0014569759368896484,7,6,10,True,10,102.0,0.12745098039215685
2,2,10,0.8,critical_element,breadth_first,91,107.0,0.0003082752227783203,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,profit_per_weight_ratio,breadth_first,91,107.0,0.00030803680419921875,0,0,2,True,2,102.0,0.10784313725490197
2,2,10,0.8,kolasar_rule,breadth_first,91,107.0,0.0017397403717041016,2,2,9,True,9,102.0,0.10784313725490197
2,2,10,0.95,critical_element,greatest_upper_bound,102.0,107.0,0.0015463829040527344,4,4,9,True,9,102.0,0.0
2,2,10,0.95,profit_per_weight_ratio,greatest_upper_bound,102.0,107.0,0.0017015933990478516,4,4,11,True,11,102.0,0.0
2,2,10,0.95,kolasar_rule,greatest_upper_bound,102,107.0,0.0013709068298339844,7,7,9,True,9,102.0,0.0
2,2,10,0.95,critical_element,depth_first,102,107.0,0.0016880035400390625,4,3,11,True,11,102.0,0.0
2,2,10,0.95,profit_per_weight_ratio,depth_first,102,107.0,0.004042148590087891,8,7,33,True,33,102.0,0.0
2,2,10,0.95,kolasar_rule,depth_first,102,107.0,0.025502443313598633,8,7,244,True,244,102.0,0.0
2,2,10,0.95,critical_element,breadth_first,102,107.0,0.002126455307006836,3,2,13,True,13,102.0,0.0
2,2,10,0.95,profit_per_weight_ratio,breadth_first,102,107.0,0.003293752670288086,3,3,21,True,21,102.0,0.0
2,2,10,0.95,kolasar_rule,breadth_first,102.0,107.0,0.028877735137939453,6,6,188,True,188,102.0,0.0
2,2,10,0.97,critical_element,greatest_upper_bound,102.0,105.0,0.0077664852142333984,8,7,66,True,9,102.0,0.0
2,2,10,0.97,profit_per_weight_ratio,greatest_upper_bound,102.0,105.0,0.008535146713256836,7,7,73,True,11,102.0,0.0
2,2,10,0.97,kolasar_rule,greatest_upper_bound,102,102.25,0.021898746490478516,7,7,192,True,9,102.0,0.0
2,2,10,0.97,critical_element,depth_first,102,102.0,0.012004613876342773,8,7,118,True,11,102.0,0.0
2,2,10,0.97,profit_per_weight_ratio,depth_first,102,102.25,0.015864849090576172,8,7,153,True,33,102.0,0.0
2,2,10,0.97,kolasar_rule,depth_first,102,102.25,0.04833674430847168,8,7,490,True,244,102.0,0.0
2,2,10,0.97,critical_element,breadth_first,102,102.25,0.011832475662231445,8,7,114,True,13,102.0,0.0
2,2,10,0.97,profit_per_weight_ratio,breadth_first,102,102.25,0.015727519989013672,8,7,144,True,21,102.0,0.0
2,2,10,0.97,kolasar_rule,breadth_first,102.0,102.25,0.04319119453430176,8,7,341,True,188,102.0,0.0
3,2,10,0.5,critical_element,greatest_upper_bound,68.0,75.46666666666667,0.00031375885009765625,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,profit_per_weight_ratio,greatest_upper_bound,68.0,75.46666666666667,0.0003101825714111328,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,kolasar_rule,greatest_upper_bound,68.0,75.46666666666667,0.000286102294921875,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,critical_element,depth_first,68.0,75.46666666666667,0.0003101825714111328,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,profit_per_weight_ratio,depth_first,68.0,75.46666666666667,0.0003097057342529297,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,kolasar_rule,depth_first,68.0,75.46666666666667,0.000286102294921875,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,critical_element,breadth_first,68.0,75.46666666666667,0.00031113624572753906,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,profit_per_weight_ratio,breadth_first,68.0,75.46666666666667,0.0003123283386230469,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.5,kolasar_rule,breadth_first,68.0,75.46666666666667,0.0002849102020263672,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,critical_element,greatest_upper_bound,68.0,75.46666666666667,0.0003108978271484375,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,profit_per_weight_ratio,greatest_upper_bound,68.0,75.46666666666667,0.0003082752227783203,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,kolasar_rule,greatest_upper_bound,68.0,75.46666666666667,0.0002887248992919922,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,critical_element,depth_first,68.0,75.46666666666667,0.0003306865692138672,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,profit_per_weight_ratio,depth_first,68.0,75.46666666666667,0.00031566619873046875,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,kolasar_rule,depth_first,68.0,75.46666666666667,0.00028443336486816406,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,critical_element,breadth_first,68.0,75.46666666666667,0.00030994415283203125,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,profit_per_weight_ratio,breadth_first,68.0,75.46666666666667,0.00030922889709472656,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.8,kolasar_rule,breadth_first,68.0,75.46666666666667,0.00029349327087402344,0,0,2,True,2,75.0,0.09333333333333334
3,2,10,0.95,critical_element,greatest_upper_bound,75,75.46666666666667,0.00048351287841796875,1,1,3,True,3,75.0,0.0
3,2,10,0.95,profit_per_weight_ratio,greatest_upper_bound,75,75.46666666666667,0.0004875659942626953,1,1,3,True,3,75.0,0.0
3,2,10,0.95,kolasar_rule,greatest_upper_bound,75,75.46666666666667,0.0009486675262451172,4,4,6,True,6,75.0,0.0
3,2,10,0.95,critical_element,depth_first,75,75.46666666666667,0.002900362014770508,7,6,24,True,24,75.0,0.0
3,2,10,0.95,profit_per_weight_ratio,depth_first,75,75.46666666666667,0.002908945083618164,7,6,24,True,24,75.0,0.0
3,2,10,0.95,kolasar_rule,depth_first,75,75.46666666666667,0.0009608268737792969,4,4,6,True,6,75.0,0.0
3,2,10,0.95,critical_element,breadth_first,75,75.46666666666667,0.0006735324859619141,1,1,4,True,4,75.0,0.0
3,2,10,0.95,profit_per_weight_ratio,breadth_first,75,75.46666666666667,0.0006711483001708984,1,1,4,True,4,75.0,0.0
